Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
64,"D Radočaj, M Jurišić, M Gašparović","The role of remote sensing data and methods in a modern approach to fertilization in precision agriculture",2022,"Remote Sensing","mdpi.com","https://www.mdpi.com/2072-4292/14/3/778","https://scholar.google.com/scholar?cites=8688076143617333359&as_sdt=2005&sciodt=2007&hl=en",842,"2024-11-03 23:59:31","HTML","","","",,,,,64,32.00,21,3,2,"… to the modern approach based on machine learning (Figure 1). … by the application of machine learning methods to predict … ability of a modern machine learning approach supported by …","https://www.mdpi.com/2072-4292/14/3/778","https://scholar.google.com/scholar?q=related:b1jboTg_kngJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
16,"KC Flynn, G Baath, TO Lee, P Gowda…","Hyperspectral reflectance and machine learning to monitor legume biomass and nitrogen accumulation",2023,"… Electronics in Agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168169923003794","https://scholar.google.com/scholar?cites=1385114510497851959&as_sdt=2005&sciodt=2007&hl=en",843,"2024-11-03 23:59:31","HTML","","","",,,,,16,16.00,3,5,1,"… of machine learning (k-Nearest Neighbors [KNN], partial least squares regression [PLS], support vector machine [… Moreover, models based on SVM and RF machine learning algorithms …","https://www.sciencedirect.com/science/article/pii/S0168169923003794","https://scholar.google.com/scholar?q=related:N6p2A0_qOBMJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
1,"FT Teshome, HK Bayabil, B Schaffer…","Improving soil moisture prediction with deep learning and machine learning models",2024,"… Electronics in Agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168169924008056","https://scholar.google.com/scholar?cites=2648378929832673001&as_sdt=2005&sciodt=2007&hl=en",844,"2024-11-03 23:59:31","","","","",,,,,1,1.00,0,4,1,"… models for predicting sub-hourly soil moisture content of agricultural fields under highly … machine learning and deep learning models to improve the efficiency of the agricultural …","","https://scholar.google.com/scholar?q=related:6T5O35ruwCQJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
0,"K Jain, N Choudhary","Application of Machine Learning Algorithms in Agriculture: An Analysis",2021,"Emerging Trends in Data Driven Computing and …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-3915-9_12","",845,"2024-11-03 23:59:31","","10.1007/978-981-16-3915-9_12","","",,,,,0,0.00,0,2,3,"… is machine learning, the scientific field that gives machines the … -intensive processes in agricultural operational environments. … of machine learning applicable in the agriculture sector. …","https://www.researchgate.net/profile/Auther-Makuvaza/publication/354865597_Hybrid_Deep_Learning_Model_for_Real-Time_Detection_of_Distributed_Denial_of_Service_Attacks_in_Software_Defined_Networks/links/65795e61cbd2c535ea1eff5b/Hybrid-Deep-Learning-Model-for-Real-Time-Detection-of-Distributed-Denial-of-Service-Attacks-in-Software-Defined-Networks.pdf#page=159","https://scholar.google.com/scholar?q=related:yZm9XI07zsEJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
57,"S Ju, H Lim, JW Ma, S Kim, K Lee, S Zhao…","Optimal county-level crop yield prediction using MODIS-based variables and weather data: A comparative study on machine learning models",2021,"Agricultural and Forest …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168192321002148","https://scholar.google.com/scholar?cites=14975917968930582304&as_sdt=2005&sciodt=2007&hl=en",846,"2024-11-03 23:59:31","","","","",,,,,57,19.00,8,7,3,"… In this study, seven machine learning approaches were used as empirical crop prediction models with historical data. Thus, in this section, we reviewed the machine learning-based …","","https://scholar.google.com/scholar?q=related:IC9_Awwm1c8J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
78,"A Shelar, AV Singh, RS Maharjan, P Laux, A Luch…","Sustainable agriculture through multidisciplinary seed nanopriming: prospects of opportunities and challenges",2021,"Cells","mdpi.com","https://www.mdpi.com/2073-4409/10/9/2428","https://scholar.google.com/scholar?cites=17189005888355437668&as_sdt=2005&sciodt=2007&hl=en",847,"2024-11-03 23:59:31","HTML","","","",,,,,78,26.00,13,6,3,"… used in conjunction with machine learning algorithms to improve … A machine learning algorithm developed using both NIR … to use traditional machine learning methods for determining …","https://www.mdpi.com/2073-4409/10/9/2428","https://scholar.google.com/scholar?q=related:ZAyGwcidi-4J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
0,"Y Xiang","Introduction to the Special Issue of Plants on “The Application of Spectral Techniques in Agriculture and Forestry”",2024,"Plants","mdpi.com","https://www.mdpi.com/2223-7747/13/18/2632","",848,"2024-11-03 23:59:31","HTML","","","",,,,,0,0.00,0,1,1,"… , machine learning, and sustainable resource management in agricultural ecosystems. … an evolving paradigm where precision agriculture and forestry practices increasingly rely on …","https://www.mdpi.com/2223-7747/13/18/2632","https://scholar.google.com/scholar?q=related:xGxbrJEIsO4J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
2,"A Mishra, S Banerjee, B Singh","Deep learning techniques for smart agriculture applications",2023,"… Deep Learning for Smart Agriculture …","igi-global.com","https://www.igi-global.com/chapter/deep-learning-techniques-for-smart-agriculture-applications/329887","https://scholar.google.com/scholar?cites=3553403904466848022&as_sdt=2005&sciodt=2007&hl=en",849,"2024-11-03 23:59:31","","","","",,,,,2,2.00,1,3,1,"… The overall goal of this research project is to highlight how machine learning and deep learning algorithms can revolutionize the agricultural industry. By utilizing cutting-edge …","","https://scholar.google.com/scholar?q=related:Fok7PQY6UDEJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
86,"V Ramachandran, R Ramalakshmi, BP Kavin…","Exploiting IoT and its enabled technologies for irrigation needs in agriculture",2022,"Water","mdpi.com","https://www.mdpi.com/2073-4441/14/5/719","https://scholar.google.com/scholar?cites=9813792614219979272&as_sdt=2005&sciodt=2007&hl=en",850,"2024-11-03 23:59:31","HTML","","","",,,,,86,43.00,22,4,2,"… faced by agriculture. The … agriculture field, available cloud platforms for IoT, prominent tools or software used for irrigation scheduling and water need prediction, and machine learning …","https://www.mdpi.com/2073-4441/14/5/719","https://scholar.google.com/scholar?q=related:CBrvDWOYMYgJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
15,"M Zhu, J Shang","Remote monitoring and management system of intelligent agriculture under the internet of things and deep learning",2022,"Wireless Communications and Mobile …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/1206677","https://scholar.google.com/scholar?cites=3236867899296954115&as_sdt=2005&sciodt=2007&hl=en",851,"2024-11-03 23:59:31","","10.1155/2022/1206677","","",,,,,15,7.50,8,2,2,"… learning algorithm… agriculture system based on the IoT and machine learning algorithm, which provides guidance and an experimental basis for the development of intelligent agriculture…","https://onlinelibrary.wiley.com/doi/pdf/10.1155/2022/1206677","https://scholar.google.com/scholar?q=related:A7d1ajSq6ywJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
51,"M Dogan, YS Taspinar, I Cinar, R Kursun…","Dry bean cultivars classification using deep cnn features and salp swarm algorithm based extreme learning machine",2023,"… Electronics in Agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168169922008833","https://scholar.google.com/scholar?cites=14414479325700143600&as_sdt=2005&sciodt=2007&hl=en",852,"2024-11-03 23:59:31","","","","",,,,,51,51.00,10,5,1,"… with the proposed model, compared to the machine learning classifier that gave the best results in this study. Considering that it is applied on the agricultural industry, it will be seen that …","","https://scholar.google.com/scholar?q=related:8LmRVpOECsgJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
24,"G Balakrishna, NR Moparthi","Study report on Indian agriculture with IoT",2020,"International Journal of Electrical and …","academia.edu","https://www.academia.edu/download/64051829/11%209dec%2026nov%2018mar%2018887%20ED.pdf","https://scholar.google.com/scholar?cites=17227372380168707686&as_sdt=2005&sciodt=2007&hl=en",853,"2024-11-03 23:59:31","PDF","","","",,,,,24,6.00,12,2,4,"… in agriculture. And also we will see how can we adopt automation into agriculture using … , data mining, cloud computing and machine learning and some authors done some quality work …","https://www.academia.edu/download/64051829/11%209dec%2026nov%2018mar%2018887%20ED.pdf","https://scholar.google.com/scholar?q=related:Zt5UvefrE-8J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
48,"D Pietersma, R Lacroix, D Lefebvre…","Performance analysis for machine-learning experiments using small data sets",2003,"… electronics in agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168169902001047","https://scholar.google.com/scholar?cites=7765245668181957581&as_sdt=2005&sciodt=2007&hl=en",854,"2024-11-03 23:59:31","","","","",,,,,48,2.29,12,4,21,"… Machine-learning techniques are increasingly used to deal with a variety of problems in agriculture. However, challenges with the application of machine-learning, such as analyzing …","","https://scholar.google.com/scholar?q=related:zVugDcuxw2sJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
11,"S Talukder, H Jannat, K Sengupta…","Enhancing crops production based on environmental status using machine learning techniques",2020,"… in agriculture …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9243251/","https://scholar.google.com/scholar?cites=11781763083170184623&as_sdt=2005&sciodt=2007&hl=en",855,"2024-11-03 23:59:31","","","","",,,,,11,2.75,3,4,4,"… In the meantime, we build a machine learning model to train on training set data and to test on testing data using different algorithms that are training data are used to train and build the …","https://dspace.bracu.ac.bd/xmlui/bitstream/handle/10361/14731/16101243%2C%2016101191%2C%2020141019%2C%2016101280_CSE.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:r30rCBo7gaMJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
2,"F Hina, MT Hasan","Agriculture Crop Yield Prediction Using Machine Learning",,"iJRASET","academia.edu","https://www.academia.edu/download/84604477/Agriculture_Crop_Yield_Prediction_Using_Machine_Learning.pdf","https://scholar.google.com/scholar?cites=11979896076726185615&as_sdt=2005&sciodt=2007&hl=en",856,"2024-11-03 23:59:31","PDF","","","",,,,,2,0.00,1,2,,"… This review paper looks at what has been written on the use of machine learning in agricultural yield prediction in the literature. The fact that the publication is a survey or typical review …","https://www.academia.edu/download/84604477/Agriculture_Crop_Yield_Prediction_Using_Machine_Learning.pdf","https://scholar.google.com/scholar?q=related:jy5ccwIkQaYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
31,"L Petrich, G Lohrmann, M Neumann, F Martin…","Detection of Colchicum autumnale in drone images, using a machine-learning approach",2020,"… Agriculture","Springer","https://link.springer.com/article/10.1007/s11119-020-09721-7","https://scholar.google.com/scholar?cites=8066054126770037747&as_sdt=2005&sciodt=2007&hl=en",857,"2024-11-03 23:59:31","HTML","10.1007/s11119-020-09721-7","","",,,,,31,7.75,6,5,4,"… This resembles the standard testing approach in machine learning. Under the second one, for each grassland site a separate model was trained on the images from the remaining …","https://link.springer.com/article/10.1007/s11119-020-09721-7","https://scholar.google.com/scholar?q=related:86MzFX5h8G8J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
7,"PN Thotad, S Kallur…","An Efficient Model for Plant Disease Detection in Agriculture Using Deep Learning Approaches",2023,"2023 4th IEEE Global …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10353343/","https://scholar.google.com/scholar?cites=16339625268748310308&as_sdt=2005&sciodt=2007&hl=en",858,"2024-11-03 23:59:31","","","","",,,,,7,7.00,2,3,1,"… a machine learningbased technique for the detection of crop diseases. Machine learning and deep learning … As a subset of Artificial Intelligence (AI), machine learning provides …","","https://scholar.google.com/scholar?q=related:JFe9YpwCwuIJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
12,"M Valipour, H Khoshkam, SM Bateni, C Jun…","Hybrid machine learning and deep learning models for multi-step-ahead daily reference evapotranspiration forecasting in different climate regions across the …",2023,"Agricultural Water …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378377423001762","https://scholar.google.com/scholar?cites=5858841243748027946&as_sdt=2005&sciodt=2007&hl=en",859,"2024-11-03 23:59:31","HTML","","","",,,,,12,12.00,2,5,1,"… is forecasted using three hybrid machine learning approaches: wavelet … learning models (ie, WLSTM and WGMDH) yield more accurate ET o forecasts and can thus facilitate agricultural …","https://www.sciencedirect.com/science/article/pii/S0378377423001762","https://scholar.google.com/scholar?q=related:Kk4C2RHJTlEJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
3,"B Paulchamy, M Archana…","Implementation Of Proficient Agriculture Using IoT With Machine Learning and Mobile Application",2021,"… on Electronics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9532664/","https://scholar.google.com/scholar?cites=15476438842085680139&as_sdt=2005&sciodt=2007&hl=en",860,"2024-11-03 23:59:31","","","","",,,,,3,1.00,1,3,3,"… of Things -driven smart agriculture employs a variety of … The way machine learning and data analytics re-imagine it … diseases detection through Machine Learning techniques and soil …","","https://scholar.google.com/scholar?q=related:CySTEiFbx9YJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
35,"HX Luo, SP Dai, MF Li, EP Liu, Q Zheng, YY Hu…","Comparison of machine learning algorithms for mapping mango plantations based on Gaofen-1 imagery",2020,"… of Integrative Agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S2095311920632087","https://scholar.google.com/scholar?cites=9751710509794470956&as_sdt=2005&sciodt=2007&hl=en",861,"2024-11-03 23:59:31","","","","",,,,,35,8.75,5,7,4,"… is necessary for agricultural monitoring and decision … using two machine learning algorithms (support vector machine (… were classified with the two machine learning algorithms at object-…","https://www.sciencedirect.com/science/article/pii/S2095311920632087/pdf?md5=dbde6b2c2654fa8e39b033634df7e581&pid=1-s2.0-S2095311920632087-main.pdf","https://scholar.google.com/scholar?q=related:LCy-uAoJVYcJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
32,"HD Dang, AHT Dam, TT Pham…","Determinants of credit demand of farmers in Lam Dong, Vietnam: A comparison of machine learning and multinomial logit",2020,"Agricultural Finance …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/AFR-06-2019-0061/full/html","https://scholar.google.com/scholar?cites=4377882963638480756&as_sdt=2005&sciodt=2007&hl=en",862,"2024-11-03 23:59:31","","10.1108/AFR-06-2019-0061","","",,,,,32,8.00,8,4,4,"… is twofold: to explain access to formal and informal credit in agriculture of Vietnam; and to compare the effectiveness between regular econometrics and machine learning techniques. …","https://www.researchgate.net/profile/Simon-Dang/publication/338031872_Determinants_of_credit_demand_of_farmers_in_Lam_Dong_Vietnam_A_comparison_of_machine_learning_and_multinomial_logit/links/633a4fa7769781354eb10a63/Determinants-of-credit-demand-of-farmers-in-Lam-Dong-Vietnam-A-comparison-of-machine-learning-and-multinomial-logit.pdf","https://scholar.google.com/scholar?q=related:dO_nQ1xdwTwJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
49,"RG de Luna, EP Dadios, AA Bandala…","Tomato growth stage monitoring for smart farm using deep transfer learning with machine learning-based maturity grading",2020,"… Journal of Agricultural …","agrivita.ub.ac.id","https://agrivita.ub.ac.id/index.php/agrivita/article/view/2499","https://scholar.google.com/scholar?cites=4876508372460466351&as_sdt=2005&sciodt=2007&hl=en",863,"2024-11-03 23:59:31","","","","",,,,,49,12.25,12,4,4,"… will undergo the process of function fitting with utilization of machine learning algorithms. In which, three machine learning algorithms will be tested for the function fitting which can be …","https://agrivita.ub.ac.id/index.php/agrivita/article/download/2499/1203","https://scholar.google.com/scholar?q=related:r3C5JIfWrEMJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
280,"K Ahmed, TR Shahidi, SMI Alam…","Rice leaf disease detection using machine learning techniques",2019,"… for Industry 4.0 (STI)","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9068096/","https://scholar.google.com/scholar?cites=6462357167878672348&as_sdt=2005&sciodt=2007&hl=en",864,"2024-11-03 23:59:31","","","","",,,,,280,56.00,70,4,5,"… Half of the agricultural GDP is provided by rice production. This consequently also … using machine learning techniques, a system that will contribute in country’ s agricultural development …","https://www.researchgate.net/profile/Sifat-Momen/publication/340690498_Rice_Leaf_Disease_Detection_Using_Machine_Learning_Techniques/links/5eae855a299bf18b95910958/Rice-Leaf-Disease-Detection-Using-Machine-Learning-Techniques.pdf","https://scholar.google.com/scholar?q=related:3I8b65rnrlkJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
7,"E Pino-Vargas, E Taya-Acosta, E Ingol-Blanco…","Deep machine learning for forecasting daily potential evapotranspiration in Arid Regions, Case: Atacama Desert Header",2022,"Agriculture","mdpi.com","https://www.mdpi.com/2077-0472/12/12/1971","https://scholar.google.com/scholar?cites=344305349575583405&as_sdt=2005&sciodt=2007&hl=en",865,"2024-11-03 23:59:31","HTML","","","",,,,,7,3.50,2,4,2,"… potential evapotranspiration (ETo) using machine learning. The Feedforward Neural Network … Comparing the performance of the approaches and the machine learning used, the results …","https://www.mdpi.com/2077-0472/12/12/1971","https://scholar.google.com/scholar?q=related:rSa4J-Q3xwQJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
1,"OH Cho","An Evaluation of Various Machine Learning Approaches for Detecting Leaf Diseases in Agriculture.",2024,"Legume Research: An International Journal","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=02505371&AN=177139561&h=tz8TUFrRieo2C4jcUtX4oGmGAPRLHCA%2F1ftyIJHFmUAx4BCaqOwgXCgw7aJUj6ZV9pcOyiikcGri63x6HKZdDg%3D%3D&crl=c","https://scholar.google.com/scholar?cites=12294588750454224588&as_sdt=2005&sciodt=2007&hl=en",866,"2024-11-03 23:59:31","","","","",,,,,1,1.00,1,1,1,"… Machine learning is an area of artificial intelligence that enables computers to improve … of machine learning is gradually spreading over all different areas of research. Machine learning …","","https://scholar.google.com/scholar?q=related:zHZWOlQnn6oJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
12,"X Li","Prospects of artificial intelligence applications in future agriculture",2024,"Advances in Resources Research","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/arr/4/2/4_171/_article/-char/ja/","https://scholar.google.com/scholar?cites=11920062907317479550&as_sdt=2005&sciodt=2007&hl=en",867,"2024-11-03 23:59:31","","","","",,,,,12,12.00,12,1,1,"… Additionally, the application of machine learning algorithms can provide agricultural producers with more accurate predictions through the analysis of historical data, helping them better …","https://www.jstage.jst.go.jp/article/arr/4/2/4_171/_pdf","https://scholar.google.com/scholar?q=related:fuj3Gg-SbKUJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
42,"Y Awasthi","Press â€ œAâ€ for Artificial Intelligence in Agriculture: A Review",2020,"JOIV: International Journal on Informatics Visualization","joiv.org","https://joiv.org/index.php/joiv/article/view/387","https://scholar.google.com/scholar?cites=7916307288020200647&as_sdt=2005&sciodt=2007&hl=en",868,"2024-11-03 23:59:31","","","","",,,,,42,10.50,42,1,4,"… With greater quality AI and machine learning information for horticulture, the farm segment will be reformed by the enormous scope utilization of autonomous tractors for playing out …","https://joiv.org/index.php/joiv/article/viewFile/387/272","https://scholar.google.com/scholar?q=related:x6xHO4lf3G0J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
5,"T Zhuang, Y Zhang, D Li, U Schmidhalter…","Coupling continuous wavelet transform with machine learning to improve water status prediction in winter wheat",2023,"… Agriculture","Springer","https://link.springer.com/article/10.1007/s11119-023-10036-6","https://scholar.google.com/scholar?cites=4397111790895983794&as_sdt=2005&sciodt=2007&hl=en",869,"2024-11-03 23:59:31","","10.1007/s11119-023-10036-6","","",,,,,5,5.00,1,5,1,"… This study aimed to use the combination of machine learning … machine learning algorithms including multiple linear regression (MLR), random forest (RF), and support vector machine (…","","https://scholar.google.com/scholar?q=related:smwJfuCtBT0J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
11,"V Tsoukas, A Gkogkidis, A Kakarountas","A tinyml-based system for smart agriculture",2022,"Proceedings of the 26th Pan …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3575879.3575994","https://scholar.google.com/scholar?cites=12934906925387244167&as_sdt=2005&sciodt=2007&hl=en",870,"2024-11-03 23:59:31","","10.1145/3575879.3575994","","",,,,,11,5.50,4,3,2,"… Agricultural research has revealed that the Internet of Things (IoT) technology might be the future of modern and automated agriculture … running complex machine learning models and …","https://dl.acm.org/doi/pdf/10.1145/3575879.3575994","https://scholar.google.com/scholar?q=related:h2JyClEFgrMJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
27,"Y Lu, T Li, H Hu, X Zeng","Short-term prediction of reference crop evapotranspiration based on machine learning with different decomposition methods in arid areas of China",2023,"Agricultural Water Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378377423000409","https://scholar.google.com/scholar?cites=7652550887333275637&as_sdt=2005&sciodt=2007&hl=en",871,"2024-11-03 23:59:31","HTML","","","",,,,,27,27.00,7,4,1,"… (GBRT) as the two empirical machine learning models. The results indicated the superiority of … was significantly higher than that of single machine learning models, such as BPNN, SVR, …","https://www.sciencedirect.com/science/article/pii/S0378377423000409","https://scholar.google.com/scholar?q=related:9acZsXxSM2oJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
111,"AP Dalla Corte, DV Souza, FE Rex…","Forest inventory with high-density UAV-Lidar: Machine learning approaches for predicting individual tree attributes",2020,"… Electronics in Agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168169920308838","https://scholar.google.com/scholar?cites=2678188729162768888&as_sdt=2005&sciodt=2007&hl=en",872,"2024-11-03 23:59:31","","","","",,,,,111,27.75,28,4,4,"… that all tested machine learning models are … , four machine learning algorithms were tested to predict the three field-derived dentrometric metrics (dbh, ht, and Vol). The machine learning …","https://www.sciencedirect.com/science/article/am/pii/S0168169920308838","https://scholar.google.com/scholar?q=related:-KEzo3XWKiUJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
7,"RK Singh, A Khan","A comparative study of quantum and classical deep learning for intelligent agriculture",2023,"Journal of Information and Computational …","researchgate.net","https://www.researchgate.net/profile/Roshan-Kumar-Singh/publication/372935917_A_Comparative_Study_of_Quantum_and_Classical_Deep_Learning_for_Intelligent_Agriculture/links/64ce708b40a524707b99f020/A-Comparative-Study-of-Quantum-and-Classical-Deep-Learning-for-Intelligent-Agriculture.pdf","https://scholar.google.com/scholar?cites=3771854341657119393&as_sdt=2005&sciodt=2007&hl=en",873,"2024-11-03 23:59:31","PDF","","","",,,,,7,7.00,4,2,1,"… learning in agriculture In this paper, we explore the opportunity of classical and quantum DL for the agriculture … Mandusic, “From machine learning to deep learning in agriculture – the …","https://www.researchgate.net/profile/Roshan-Kumar-Singh/publication/372935917_A_Comparative_Study_of_Quantum_and_Classical_Deep_Learning_for_Intelligent_Agriculture/links/64ce708b40a524707b99f020/A-Comparative-Study-of-Quantum-and-Classical-Deep-Learning-for-Intelligent-Agriculture.pdf","https://scholar.google.com/scholar?q=related:ocr8IopRWDQJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
31,"OB Akintuyi","Adaptive AI in precision agriculture: a review: investigating the use of self-learning algorithms in optimizing farm operations based on real-time data",2024,"Research Journal of Multidisciplinary …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/3314/15efe806be5cbb4e4cf7a1c4c6d29a17dab9.pdf","https://scholar.google.com/scholar?cites=2534250980976644113&as_sdt=2005&sciodt=2007&hl=en",874,"2024-11-03 23:59:31","PDF","","","",,,,,31,31.00,31,1,1,"… and machine learning into agricultural operations not only optimizes farm management but also paves the way for a future where agriculture is more resilient, adaptive, and sustainable. …","https://pdfs.semanticscholar.org/3314/15efe806be5cbb4e4cf7a1c4c6d29a17dab9.pdf","https://scholar.google.com/scholar?q=related:EVDMFNd3KyMJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
28,"M Biswas, M Ray, I Jahan, S Khan…","Deep learning in agriculture: a review",2022,"Asian Journal of …","ebooks.pubstmlibrary.com","http://ebooks.pubstmlibrary.com/id/eprint/784/","https://scholar.google.com/scholar?cites=6560557895113974925&as_sdt=2005&sciodt=2007&hl=en",875,"2024-11-03 23:59:31","","","","",,,,,28,14.00,6,5,2,"… to the agricultural field. This paper presents a wide-ranging review of research with regards to how DL is applied to agriculture. … in game of cricket using machine learning. In Information …","http://ebooks.pubstmlibrary.com/id/eprint/784/1/30311-Article%20Text-56769-1-10-20220315.pdf","https://scholar.google.com/scholar?q=related:jSSncqXIC1sJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
28,"PK Pattnaik, R Kumar, S Pal","Internet of Things and Analytics for Agriculture, Volume 2",2020,"","Springer","https://link.springer.com/content/pdf/10.1007/978-981-16-6210-2.pdf","https://scholar.google.com/scholar?cites=8791355189860201528&as_sdt=2005&sciodt=2007&hl=en",876,"2024-11-03 23:59:31","BOOK","10.1007/978-981-16-6210-2","","",,,,,28,7.00,9,3,4,"… Chapter “Machine Learning Approaches for Agro IoT Systems” analyzed the sensed data and machine learning approaches used in agro-IoT. Some of the machine learning algorithms …","https://www.researchgate.net/profile/Babitha-Ganesh-2/publication/356145672_Smart_Farming_with_IoT_A_Case_Study/links/66d7e5e5f84dd1716c93fc78/Smart-Farming-with-IoT-A-Case-Study.pdf","https://scholar.google.com/scholar?q=related:OHTncfcqAXoJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
29,"S Ghaffarian, M van der Voort, J Valente…","Machine learning-based farm risk management: A systematic mapping review",2022,"… electronics in agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168169921006487","https://scholar.google.com/scholar?cites=4662031814239132762&as_sdt=2005&sciodt=2007&hl=en",877,"2024-11-03 23:59:31","HTML","","","",,,,,29,14.50,7,4,2,"… We found that the machine learning used in farm risk management falls into 5 major risk … recommendations from risk management and machine learning perspectives are provided for …","https://www.sciencedirect.com/science/article/pii/S0168169921006487","https://scholar.google.com/scholar?q=related:WhxLCzzdskAJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
13,"CS Parr, DG Lemay, CL Owen…","Multimodal AI to improve agriculture",2021,"IT …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9464529/","https://scholar.google.com/scholar?cites=11567906012240826573&as_sdt=2005&sciodt=2007&hl=en",878,"2024-11-03 23:59:31","","","","",,,,,13,4.33,3,4,3,"… , and classification for agricultural research project management. … Other challenges are a lack of machine learning (ML) techniques … to evolve by refining machine learning (ML) methods, …","https://www.researchgate.net/profile/M-J-Woodward-Greene/publication/352724982_Multimodal_AI_to_Improve_Agriculture/links/63fe407f57495059454f8a55/Multimodal-AI-to-Improve-Agriculture.pdf","https://scholar.google.com/scholar?q=related:zVC4jjp1iaAJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
